timestamp,frame,odom_time,imu_time,voltage_time,current_time,x,y,z,vx,vy,vz,ax,ay,az,gx,gy,gz,voltage,current0,current1,current2,fault_label
1776680048.680093,100,1776680048.680093,1776680048.680135,1776680048.630609,1776680048.637658,0.4803370901526261,-0.5310942423374392,-0.9067298704766991,0.8758865248226951,-0.07142857142857142,0.0,0.16008777155930173,-0.1758998007453813,0.835374290054154,0.13861380006564972,0.03100747001447452,0.11616239799577294,0.9999161144199312,0.707644069629149,-0.6329598506069094,-0.491376701966717,3
1776680048.730151,101,1776680048.730151,1776680048.730192,1776680048.630609,1776680048.637658,0.4809384678429157,-0.5351475221999428,-0.8298838296167713,0.9574468085106385,-0.14285714285714285,0.0,-0.1546047988385117,-0.2894737756145228,0.7564684321754062,0.31518056768423725,-0.09883403766283831,0.06397161731394398,0.9999161144199312,0.707644069629149,-0.6329598506069094,-0.491376701966717,3
1776680048.780079,102,1776680048.780079,1776680048.730192,1776680048.630609,1776680048.637658,0.4814693962707374,-0.5386995130335148,-0.7865536119642141,0.847517730496454,-0.14285714285714285,0.0,-0.1546047988385117,-0.2894737756145228,0.7564684321754062,0.31518056768423725,-0.09883403766283831,0.06397161731394398,0.9999161144199312,0.707644069629149,-0.6329598506069094,-0.491376701966717,3
1776680048.830082,103,1776680048.830082,1776680048.830123,1776680048.630609,1776680048.783972,0.4820123851850586,-0.5393297049556002,-0.8332888236079584,0.8652482269503546,0.14285714285714285,0.0,0.1644735997888203,0.16066452167892567,0.872802717606657,0.02475489740683624,-0.11821825243848331,0.11027040005560276,0.9999161144199312,0.7098064655638446,-0.6354808590102707,-0.4804841149773071,3
1776680048.880071,104,1776680048.880071,1776680048.88011,1776680048.630609,1776680048.783972,0.4825817647580302,-0.5444858206817531,-0.7431566297235946,0.9078014184397164,-0.2857142857142857,0.0,-0.007675428546288132,-0.3102490509066027,0.7734544644036455,0.19306590364355922,0.0678265676483638,0.09848324492703715,0.9999161144199312,0.7098064655638446,-0.6354808590102707,-0.4804841149773071,3
1776680048.930098,105,1776680048.930098,1776680048.930151,1776680048.630609,1776680048.930523,0.4831226620012611,-0.5485677456316242,-0.6797302710642276,0.8617021276595745,-0.21428571428571427,0.0,-0.1326756576909187,-0.1939056568166267,0.9430179302602034,-0.09571233037909614,-0.5542648909319698,0.11952699735570924,0.9999161144199312,0.7138068980430317,-0.6380018674136322,-0.47413010590015126,3
1776680048.980077,106,1776680048.980077,1776680048.930151,1776680048.630609,1776680048.930523,0.48367201493613377,-0.5503723861357778,-0.65970089464548,0.8758865248226951,0.0,0.0,-0.1326756576909187,-0.1939056568166267,0.9430179302602034,-0.09571233037909614,-0.5542648909319698,0.11952699735570924,0.9999161144199312,0.7138068980430317,-0.6380018674136322,-0.47413010590015126,3
1776680049.030404,107,1776680049.030404,1776680049.030453,1776680048.630609,1776680048.930523,0.484223504045737,-0.5528358636493842,-0.65970089464548,0.8758865248226951,-0.07142857142857142,0.0,0.0690788569165932,0.11495868447955875,0.7989333476423194,-0.011550633891355914,0.048449626499276276,0.12794639387611323,0.9999161144199312,0.7138068980430317,-0.6380018674136322,-0.47413010590015126,3
1776680049.080073,108,1776680049.080073,1776680049.030453,1776680048.630609,1776680049.07615,0.48477801940287507,-0.5467631051274707,-0.8792228601949527,0.8865248226950355,0.7857142857142857,0.0,0.0690788569165932,0.11495868447955875,0.7989333476423194,-0.011550633891355914,0.048449626499276276,0.12794639387611323,0.9999161144199312,0.7145637366201751,-0.6370681605975724,-0.47049924357034795,3
1776680049.130055,109,1776680049.130055,1776680049.080119,1776680048.630609,1776680049.07615,0.4853340478837807,-0.549828129475795,-0.8391641073574576,0.8865248226950355,-0.07142857142857142,0.0,0.028508341781132047,-0.1828256643653781,0.9336361610091137,-0.06600893083864415,-0.41666969734439896,0.06986677450233941,0.9999161144199312,0.7145637366201751,-0.6370681605975724,-0.47049924357034795,3
1776680049.180077,110,1776680049.180077,1776680049.180121,1776680048.630609,1776680049.07615,0.4858794399946738,-0.5520338012030938,-0.8592602483642675,0.8687943262411348,0.0,0.0,0.059210055966284585,0.23961265179994884,0.8311277407211729,-0.05940679908090399,-0.04069594058901828,0.09175088695893924,0.9999161144199312,0.7145637366201751,-0.6370681605975724,-0.47049924357034795,3
