timestamp,frame,odom_time,imu_time,voltage_time,current_time,x,y,z,vx,vy,vz,ax,ay,az,gx,gy,gz,voltage,current0,current1,current2,fault_label
1776691042.422359,100,1776691042.422359,1776691042.372326,1776691042.12272,1776691042.33253,0.39657940782602696,0.12405266335643289,0.2637775484826838,0.9097222222222223,-0.06666666666666667,0.0,-0.061281386773217345,-0.24595843179045238,0.6158320767958905,0.5217391304347826,-0.08532414464498445,-0.389659562585488,1.0,0.1077702338614075,-0.7604189395592407,-0.2852653631284916,2
1776691042.472441,101,1776691042.472441,1776691042.472493,1776691042.12272,1776691042.33253,0.397153310269202,0.13016247780911785,0.14056671164378126,0.8819444444444445,0.7333333333333333,0.0,0.4865364121884414,-0.8302541351989992,0.8069622844237377,0.2591333067890315,-0.3993172531287228,-0.9407299076611434,1.0,0.1077702338614075,-0.7604189395592407,-0.2852653631284916,2
1776691042.522432,102,1776691042.522432,1776691042.472493,1776691042.12272,1776691042.48071,0.39773782047343925,0.12942353269832116,0.0810381776331455,0.8993055555555557,-0.2,0.0,0.4865364121884414,-0.8302541351989992,0.8069622844237377,0.2591333067890315,-0.3993172531287228,-0.9407299076611434,1.0,0.11488306929626038,-0.767728562077242,-0.29748603351955305,2
1776691042.572456,103,1776691042.572456,1776691042.572495,1776691042.12272,1776691042.48071,0.39830919510972285,0.12481864304445386,-0.004973939730666455,0.8784722222222223,-0.7333333333333333,0.0,-0.05571013993314193,-0.11547379110102086,0.8024797284428122,-0.08347747759508625,0.153586022262928,-0.8852461344048617,1.0,0.11488306929626038,-0.767728562077242,-0.29748603351955305,2
1776691042.672508,105,1776691042.672508,1776691042.672552,1776691042.12272,1776691042.629303,0.39948557324182793,0.10752552514666258,-0.06455538799375612,0.8750000000000001,-0.8666666666666667,0.0,-0.5060349999728346,-0.5184761540718775,0.8344300480895143,-0.24000182764045092,0.3208205771965107,-0.5838598683307539,1.0,0.12296583683586593,-0.7753654811259001,-0.29993016759776536,2
1776691042.722511,106,1776691042.722511,1776691042.672552,1776691042.72332,1776691042.629303,0.4000453470500562,0.10770575566149106,-0.0791068074185782,0.8611111111111112,0.06666666666666667,0.0,-0.5060349999728346,-0.5184761540718775,0.8344300480895143,-0.24000182764045092,0.3208205771965107,-0.5838598683307539,0.9998336314103898,0.12296583683586593,-0.7753654811259001,-0.29993016759776536,2
1776691042.772564,107,1776691042.772564,1776691042.722554,1776691042.72332,1776691042.629303,0.4006485901089354,0.10734529463183412,-0.0791068074185782,0.9270833333333335,0.0,0.0,0.13463354964797453,0.12240150427033622,0.876871661452498,0.05043634915765357,-0.06313807370591928,-0.538461902530681,0.9998336314103898,0.12296583683586593,-0.7753654811259001,-0.29993016759776536,2
1776691042.822577,108,1776691042.822577,1776691042.772607,1776691042.72332,1776691042.777779,0.4011994714536348,0.10971532590182845,-0.1373124851178665,0.8472222222222223,0.4,0.0,0.03528326972735973,-0.1293301827055244,0.7266571246091565,0.333909910380345,-0.005117399157134257,-0.5876414545144756,0.9998336314103898,0.13374286022200668,-0.7819114117390356,-0.28945530726256985,2
1776691042.872615,109,1776691042.872615,1776691042.872656,1776691042.72332,1776691042.777779,0.4017958081829714,0.1122565761609098,-0.20350821493769347,0.9166666666666667,0.4666666666666667,0.0,-0.05385357509036395,0.2586603654110488,0.7963757986782657,0.07999843345104207,-0.14675855355015563,-0.780578076265932,0.9998336314103898,0.13374286022200668,-0.7819114117390356,-0.28945530726256985,2
1776691042.922691,110,1776691042.922691,1776691042.922737,1776691042.72332,1776691042.777779,0.40239941235712084,0.11358127044489903,-0.24988755721353548,0.9270833333333335,0.33333333333333337,0.0,-0.09656465650057708,-0.020785070039691732,0.7395326836729803,-0.04521451929792497,0.10751021558404959,-0.7780554411771666,0.9998336314103898,0.13374286022200668,-0.7819114117390356,-0.28945530726256985,2
